dissCd,date,sidoCd,sigunguCd,cnt,risk,dissRiskXpln
3,2024-06-12,44,44710,4072,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,44,44760,3981,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,44,44770,3957,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,44,44790,4009,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,44,44800,3981,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,44,44810,3992,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,44,44825,3959,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,36110,4253,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44131,4270,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44133,4279,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44150,4243,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44180,4362,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44200,4279,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44210,4377,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44230,4237,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44250,4228,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44270,4336,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44710,4341,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44760,4269,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44770,4232,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44790,4269,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44800,4269,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44810,4279,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,44,44825,4293,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45111,4276,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45113,4233,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45130,4167,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45140,4206,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45180,4300,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45190,4300,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45210,4179,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45710,4233,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45720,4290,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45730,4141,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45740,4328,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45750,4290,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45770,4347,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45790,4276,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,45,45800,4179,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45111,4078,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45113,4078,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45130,3980,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45140,3950,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45180,4008,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45190,4002,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45210,3950,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45710,4078,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45720,4057,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45730,3875,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45740,4057,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45750,4012,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45770,4044,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45790,3980,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,45,45800,3980,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45111,4248,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45113,4206,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45130,4211,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45140,4118,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45180,4178,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45190,4224,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45210,4172,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45710,4206,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45720,4335,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45730,4295,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45740,4290,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45750,4239,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45770,4271,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45790,4276,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-13,45,45800,4172,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46110,3138,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46130,3290,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46150,3192,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46170,3187,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46230,3275,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46710,3172,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46720,3180,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46730,3301,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46770,3218,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46780,3219,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46790,3197,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46800,3198,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46810,3216,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46820,3210,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46830,3206,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46840,3201,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46860,3183,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46870,3189,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46880,3214,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46890,3118,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46900,3120,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-11,46,46910,3138,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,46,46110,3074,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,46,46130,3153,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
3,2024-06-12,46,46150,3125,2,식중독 발생가능성이 중간 단계이므로 식중독예방에 주의가 요망됩니다. 조리음식은 중심부까지 75℃(어패류 85℃) 1분 이상 완전히 익히고 외부로 운반하실 때에는 가급적 아이스박스 등을 이용하여 10℃이하에서 보관.운반 합니다.
